centris_no,property_type,price,year_built,lot_area,net_area,small region,big region,bedroom,bathroom,listing_hyperlink
17039376,House for sale,744900,1961,8,0,beaconsfield,montreal,3,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/17039376?view=Summary
9382686,House for sale,2095000,2020,10,0,beaconsfield,montreal,5,4,https://www.centris.ca/en/houses~for-sale~beaconsfield/9382686?view=Summary
28919109,House for sale,899000,1968,7,0,beaconsfield,montreal,4,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/28919109?view=Summary
27323410,House for sale,865000,1971,8,0,beaconsfield,montreal,4,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/27323410?view=Summary
25217660,House for sale,975000,1988,7,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/25217660?view=Summary
14396087,House for sale,1995000,1988,12,0,beaconsfield,montreal,4,4,https://www.centris.ca/en/houses~for-sale~beaconsfield/14396087?view=Summary
10601061,House for sale,1200000,1963,10,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/10601061?view=Summary
28797398,House for sale,850000,1980,7,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/28797398?view=Summary
20709546,House for sale,889000,1962,9,0,beaconsfield,montreal,4,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/20709546?view=Summary
27868085,House for sale,1390000,2017,8,0,beaconsfield,montreal,5,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/27868085?view=Summary
11419171,House for sale,769000,1962,7,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/11419171?view=Summary
10363483,House for sale,1048000,1974,10,0,beaconsfield,montreal,5,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/10363483?view=Summary
27029152,House for sale,849000,1967,7,0,beaconsfield,montreal,5,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/27029152?view=Summary
27387701,House for sale,998000,1968,8,0,beaconsfield,montreal,5,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/27387701?view=Summary
14536009,House for sale,743900,1951,17,0,beaconsfield,montreal,3,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/14536009?view=Summary
18329788,House for sale,675000,1953,9,0,beaconsfield,montreal,5,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/18329788?view=Summary
10200238,House for sale,628900,1981,9,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/10200238?view=Summary
13800310,House for sale,1940000,1995,11,0,beaconsfield,montreal,6,5,https://www.centris.ca/en/houses~for-sale~beaconsfield/13800310?view=Summary
26409783,House for sale,1195000,1988,8,0,beaconsfield,montreal,5,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/26409783?view=Summary
28131129,House for sale,1589000,2001,9,0,beaconsfield,montreal,6,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/28131129?view=Summary
27790150,House for sale,699800,1966,8,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/27790150?view=Summary
16579655,House for sale,658000,1959,10,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/16579655?view=Summary
20729428,House for sale,1100000,1975,0,0,beaconsfield,montreal,7,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/20729428?view=Summary
22017959,House for sale,989000,1985,8,0,beaconsfield,montreal,5,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/22017959?view=Summary
9597994,House for sale,1139000,1987,7,0,beaconsfield,montreal,5,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/9597994?view=Summary
20351892,House for sale,1275000,1954,13,0,beaconsfield,montreal,5,4,https://www.centris.ca/en/houses~for-sale~beaconsfield/20351892?view=Summary
20151943,House for sale,799000,1964,7,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/20151943?view=Summary
20256571,House for sale,899000,1957,10,0,beaconsfield,montreal,4,4,https://www.centris.ca/en/houses~for-sale~beaconsfield/20256571?view=Summary
19646041,House for sale,639000,1964,8,0,beaconsfield,montreal,4,1,https://www.centris.ca/en/houses~for-sale~beaconsfield/19646041?view=Summary
22155989,House for sale,745000,1968,7,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/22155989?view=Summary
27866696,House for sale,599000,1963,8,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/27866696?view=Summary
18586866,House for sale,589000,1953,9,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/18586866?view=Summary
18463224,House for sale,560000,1955,14,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/18463224?view=Summary
24216216,House for sale,1675000,1976,14,0,beaconsfield,montreal,4,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/24216216?view=Summary
22652311,House for sale,1148000,1968,9,0,beaconsfield,montreal,5,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/22652311?view=Summary
19441826,House for sale,1695000,1969,14,0,beaconsfield,montreal,5,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/19441826?view=Summary
26841060,House for sale,569000,2020,0,0,beaconsfield,montreal,3,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/26841060?view=Summary
24077453,House for sale,1288000,1991,7,0,beaconsfield,montreal,4,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/24077453?view=Summary
15277088,House for sale,829000,1972,14,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/15277088?view=Summary
16210892,House for sale,1195000,1956,10,0,beaconsfield,montreal,5,3,https://www.centris.ca/en/houses~for-sale~beaconsfield/16210892?view=Summary
16586047,House for sale,565000,1958,9,0,beaconsfield,montreal,4,2,https://www.centris.ca/en/houses~for-sale~beaconsfield/16586047?view=Summary
